TYPE,YEAR,LAT,LON,STATE_ADJ,N_USERS,AGE
LLY,2018,34.9845035,-81.14483,GA,85,49.258823529411757
CURRENT YEAR,2018,34.9845035,-81.14483,GA,85,49.258823529411757
LY,2018,34.9845035,-81.14483,GA,85,49.258823529411757
LLLY,2018,34.9845035,-81.14483,GA,85,49.258823529411757
LY,2022,34.9845035,-81.14483,GA,983,38.795523906408945
CURRENT YEAR,2022,34.9845035,-81.14483,GA,983,38.795523906408945
LLY,2022,34.9845035,-81.14483,GA,983,38.795523906408945
CURRENT YEAR,2019,34.9845035,-81.14483,GA,270,45.529629629629596
LLY,2019,34.9845035,-81.14483,GA,270,45.529629629629596
LLLY,2019,34.9845035,-81.14483,GA,270,45.529629629629596
LY,2019,34.9845035,-81.14483,GA,270,45.529629629629596
CURRENT YEAR,2024,34.9845035,-81.14483,GA,447,42.741258741258761
LY,2020,34.9845035,-81.14483,GA,614,39.377850162866466
LLLY,2020,34.9845035,-81.14483,GA,614,39.377850162866466
CURRENT YEAR,2020,34.9845035,-81.14483,GA,614,39.377850162866466
LLY,2020,34.9845035,-81.14483,GA,614,39.377850162866466
CURRENT YEAR,2021,34.9845035,-81.14483,GA,716,40.66340782122905
LLLY,2021,34.9845035,-81.14483,GA,716,40.66340782122905
LY,2021,34.9845035,-81.14483,GA,716,40.66340782122905
LLY,2021,34.9845035,-81.14483,GA,716,40.66340782122905
CURRENT YEAR,2023,34.9845035,-81.14483,GA,577,42.012987012987018
LY,2023,34.9845035,-81.14483,GA,577,42.012987012987018
LLY,2017,34.9845035,-81.14483,GA,26,46.961538461538453
LY,2017,34.9845035,-81.14483,GA,26,46.961538461538453
LLLY,2017,34.9845035,-81.14483,GA,26,46.961538461538453
CURRENT YEAR,2017,34.9845035,-81.14483,GA,26,46.961538461538453
CURRENT YEAR,2018,43.8614493,-110.93573,WY,2,52.5
LLLY,2018,43.8614493,-110.93573,WY,2,52.5
LLY,2018,43.8614493,-110.93573,WY,2,52.5
LY,2018,43.8614493,-110.93573,WY,2,52.5
LLLY,2019,43.8614493,-110.93573,WY,14,43.642857142857146
CURRENT YEAR,2019,43.8614493,-110.93573,WY,14,43.642857142857146
LY,2019,43.8614493,-110.93573,WY,14,43.642857142857146
LLY,2019,43.8614493,-110.93573,WY,14,43.642857142857146
LY,2020,43.8614493,-110.93573,WY,29,39.344827586206904
CURRENT YEAR,2020,43.8614493,-110.93573,WY,29,39.344827586206904
LLY,2020,43.8614493,-110.93573,WY,29,39.344827586206904
LLLY,2020,43.8614493,-110.93573,WY,29,39.344827586206904
CURRENT YEAR,2023,43.8614493,-110.93573,WY,14,34.666666666666671
LY,2023,43.8614493,-110.93573,WY,14,34.666666666666671
CURRENT YEAR,2024,43.8614493,-110.93573,WY,12,39.090909090909086
CURRENT YEAR,2022,43.8614493,-110.93573,WY,40,34.475
LLY,2022,43.8614493,-110.93573,WY,40,34.475
LY,2022,43.8614493,-110.93573,WY,40,34.475
LLLY,2021,43.8614493,-110.93573,WY,27,36.999999999999986
LLY,2021,43.8614493,-110.93573,WY,27,36.999999999999986
LY,2021,43.8614493,-110.93573,WY,27,36.999999999999986
CURRENT YEAR,2021,43.8614493,-110.93573,WY,27,36.999999999999986
CURRENT YEAR,2023,71.2537659,-130.0374737,AK,16,36.0
LY,2023,71.2537659,-130.0374737,AK,16,36.0
LLY,2018,71.2537659,-130.0374737,AK,1,55.0
CURRENT YEAR,2018,71.2537659,-130.0374737,AK,1,55.0
LLLY,2018,71.2537659,-130.0374737,AK,1,55.0
LY,2018,71.2537659,-130.0374737,AK,1,55.0
CURRENT YEAR,2024,71.2537659,-130.0374737,AK,12,36.909090909090907
CURRENT YEAR,2022,71.2537659,-130.0374737,AK,55,38.981818181818191
LLY,2022,71.2537659,-130.0374737,AK,55,38.981818181818191
LY,2022,71.2537659,-130.0374737,AK,55,38.981818181818191
CURRENT YEAR,2020,71.2537659,-130.0374737,AK,145,40.420689655172396
LLLY,2020,71.2537659,-130.0374737,AK,145,40.420689655172396
LLY,2020,71.2537659,-130.0374737,AK,145,40.420689655172396
LY,2020,71.2537659,-130.0374737,AK,145,40.420689655172396
CURRENT YEAR,2021,71.2537659,-130.0374737,AK,52,40.21153846153846
LLLY,2021,71.2537659,-130.0374737,AK,52,40.21153846153846
LY,2021,71.2537659,-130.0374737,AK,52,40.21153846153846
LLY,2021,71.2537659,-130.0374737,AK,52,40.21153846153846
CURRENT YEAR,2019,71.2537659,-130.0374737,AK,16,42.937499999999993
LLY,2019,71.2537659,-130.0374737,AK,16,42.937499999999993
LY,2019,71.2537659,-130.0374737,AK,16,42.937499999999993
LLLY,2019,71.2537659,-130.0374737,AK,16,42.937499999999993
LLLY,2018,45.9804533,-96.4956013,SD,5,39.0
LLY,2018,45.9804533,-96.4956013,SD,5,39.0
CURRENT YEAR,2018,45.9804533,-96.4956013,SD,5,39.0
LY,2018,45.9804533,-96.4956013,SD,5,39.0
LLY,2017,45.9804533,-96.4956013,SD,1,63.0
LLLY,2017,45.9804533,-96.4956013,SD,1,63.0
CURRENT YEAR,2017,45.9804533,-96.4956013,SD,1,63.0
LY,2017,45.9804533,-96.4956013,SD,1,63.0
LLLY,2020,45.9804533,-96.4956013,SD,25,37.64
LLY,2020,45.9804533,-96.4956013,SD,25,37.64
CURRENT YEAR,2020,45.9804533,-96.4956013,SD,25,37.64
LY,2020,45.9804533,-96.4956013,SD,25,37.64
CURRENT YEAR,2024,45.9804533,-96.4956013,SD,22,42.19047619047619
LLY,2022,45.9804533,-96.4956013,SD,56,37.571428571428577
CURRENT YEAR,2022,45.9804533,-96.4956013,SD,56,37.571428571428577
LY,2022,45.9804533,-96.4956013,SD,56,37.571428571428577
LY,2023,45.9804533,-96.4956013,SD,39,41.083333333333321
CURRENT YEAR,2023,45.9804533,-96.4956013,SD,39,41.083333333333321
LLLY,2019,45.9804533,-96.4956013,SD,17,50.411764705882362
LY,2019,45.9804533,-96.4956013,SD,17,50.411764705882362
CURRENT YEAR,2019,45.9804533,-96.4956013,SD,17,50.411764705882362
LLY,2019,45.9804533,-96.4956013,SD,17,50.411764705882362
CURRENT YEAR,2021,45.9804533,-96.4956013,SD,40,37.749999999999993
LY,2021,45.9804533,-96.4956013,SD,40,37.749999999999993
LLY,2021,45.9804533,-96.4956013,SD,40,37.749999999999993
LLLY,2021,45.9804533,-96.4956013,SD,40,37.749999999999993
CURRENT YEAR,2017,36.9635224,-94.4417948,OK,5,52.4
LY,2017,36.9635224,-94.4417948,OK,5,52.4
LLY,2017,36.9635224,-94.4417948,OK,5,52.4
LLLY,2017,36.9635224,-94.4417948,OK,5,52.4
CURRENT YEAR,2024,36.9635224,-94.4417948,OK,143,38.734848484848484
CURRENT YEAR,2023,36.9635224,-94.4417948,OK,157,38.76811594202897
LY,2023,36.9635224,-94.4417948,OK,157,38.76811594202897
LLY,2020,36.9635224,-94.4417948,OK,167,39.910179640718546
LY,2020,36.9635224,-94.4417948,OK,167,39.910179640718546
CURRENT YEAR,2020,36.9635224,-94.4417948,OK,167,39.910179640718546
LLLY,2020,36.9635224,-94.4417948,OK,167,39.910179640718546
CURRENT YEAR,2019,36.9635224,-94.4417948,OK,87,45.862068965517253
LY,2019,36.9635224,-94.4417948,OK,87,45.862068965517253
LLY,2019,36.9635224,-94.4417948,OK,87,45.862068965517253
LLLY,2019,36.9635224,-94.4417948,OK,87,45.862068965517253
LLY,2018,36.9635224,-94.4417948,OK,25,47.2
LLLY,2018,36.9635224,-94.4417948,OK,25,47.2
CURRENT YEAR,2018,36.9635224,-94.4417948,OK,25,47.2
LY,2018,36.9635224,-94.4417948,OK,25,47.2
LLLY,2021,36.9635224,-94.4417948,OK,206,39.330097087378661
LLY,2021,36.9635224,-94.4417948,OK,206,39.330097087378661
LY,2021,36.9635224,-94.4417948,OK,206,39.330097087378661
CURRENT YEAR,2021,36.9635224,-94.4417948,OK,206,39.330097087378661
LY,2022,36.9635224,-94.4417948,OK,310,40.345161290322579
LLY,2022,36.9635224,-94.4417948,OK,310,40.345161290322579
CURRENT YEAR,2022,36.9635224,-94.4417948,OK,310,40.345161290322579
LLLY,2018,44.9662062,-104.1093756,WY,2,52.5
LY,2018,44.9662062,-104.1093756,WY,2,52.5
LLY,2018,44.9662062,-104.1093756,WY,2,52.5
CURRENT YEAR,2018,44.9662062,-104.1093756,WY,2,52.5
CURRENT YEAR,2019,44.9662062,-104.1093756,WY,14,43.642857142857146
LY,2019,44.9662062,-104.1093756,WY,14,43.642857142857146
LLLY,2019,44.9662062,-104.1093756,WY,14,43.642857142857146
LLY,2019,44.9662062,-104.1093756,WY,14,43.642857142857146
LLLY,2020,44.9662062,-104.1093756,WY,29,39.344827586206904
LLY,2020,44.9662062,-104.1093756,WY,29,39.344827586206904
CURRENT YEAR,2020,44.9662062,-104.1093756,WY,29,39.344827586206904
LY,2020,44.9662062,-104.1093756,WY,29,39.344827586206904
CURRENT YEAR,2023,44.9662062,-104.1093756,WY,14,34.666666666666671
LY,2023,44.9662062,-104.1093756,WY,14,34.666666666666671
CURRENT YEAR,2024,44.9662062,-104.1093756,WY,12,39.090909090909086
CURRENT YEAR,2022,44.9662062,-104.1093756,WY,40,34.475
LLY,2022,44.9662062,-104.1093756,WY,40,34.475
LY,2022,44.9662062,-104.1093756,WY,40,34.475
LY,2021,44.9662062,-104.1093756,WY,27,36.999999999999986
CURRENT YEAR,2021,44.9662062,-104.1093756,WY,27,36.999999999999986
LLLY,2021,44.9662062,-104.1093756,WY,27,36.999999999999986
LLY,2021,44.9662062,-104.1093756,WY,27,36.999999999999986
CURRENT YEAR,2022,32.9912016,-89.3513543,LA,359,38.902506963788284
LLY,2022,32.9912016,-89.3513543,LA,359,38.902506963788284
LY,2022,32.9912016,-89.3513543,LA,359,38.902506963788284
CURRENT YEAR,2024,32.9912016,-89.3513543,LA,141,40.477941176470587
LY,2019,32.9912016,-89.3513543,LA,100,45.39
LLY,2019,32.9912016,-89.3513543,LA,100,45.39
LLLY,2019,32.9912016,-89.3513543,LA,100,45.39
CURRENT YEAR,2019,32.9912016,-89.3513543,LA,100,45.39
CURRENT YEAR,2018,32.9912016,-89.3513543,LA,31,43.709677419354826
LLY,2018,32.9912016,-89.3513543,LA,31,43.709677419354826
LLLY,2018,32.9912016,-89.3513543,LA,31,43.709677419354826
LY,2018,32.9912016,-89.3513543,LA,31,43.709677419354826
LLLY,2017,32.9912016,-89.3513543,LA,10,53.699999999999996
LLY,2017,32.9912016,-89.3513543,LA,10,53.699999999999996
CURRENT YEAR,2017,32.9912016,-89.3513543,LA,10,53.699999999999996
LY,2017,32.9912016,-89.3513543,LA,10,53.699999999999996
LLLY,2020,32.9912016,-89.3513543,LA,221,41.144796380090519
LLY,2020,32.9912016,-89.3513543,LA,221,41.144796380090519
CURRENT YEAR,2020,32.9912016,-89.3513543,LA,221,41.144796380090519
LY,2020,32.9912016,-89.3513543,LA,221,41.144796380090519
CURRENT YEAR,2023,32.9912016,-89.3513543,LA,180,40.595238095238095
LY,2023,32.9912016,-89.3513543,LA,180,40.595238095238095
LLY,2021,32.9912016,-89.3513543,LA,248,39.870967741935459
LY,2021,32.9912016,-89.3513543,LA,248,39.870967741935459
LLLY,2021,32.9912016,-89.3513543,LA,248,39.870967741935459
CURRENT YEAR,2021,32.9912016,-89.3513543,LA,248,39.870967741935459
LLY,2017,36.5474764,-75.4654812,NC,23,49.0
CURRENT YEAR,2017,36.5474764,-75.4654812,NC,23,49.0
LY,2017,36.5474764,-75.4654812,NC,23,49.0
LLLY,2017,36.5474764,-75.4654812,NC,23,49.0
CURRENT YEAR,2023,36.5474764,-75.4654812,NC,508,42.946808510638313
LY,2023,36.5474764,-75.4654812,NC,508,42.946808510638313
LLY,2022,36.5474764,-75.4654812,NC,925,40.438918918918944
LY,2022,36.5474764,-75.4654812,NC,925,40.438918918918944
CURRENT YEAR,2022,36.5474764,-75.4654812,NC,925,40.438918918918944
LY,2020,36.5474764,-75.4654812,NC,536,40.667910447761166
LLLY,2020,36.5474764,-75.4654812,NC,536,40.667910447761166
CURRENT YEAR,2020,36.5474764,-75.4654812,NC,536,40.667910447761166
LLY,2020,36.5474764,-75.4654812,NC,536,40.667910447761166
LLLY,2018,36.5474764,-75.4654812,NC,78,50.4230769230769
CURRENT YEAR,2018,36.5474764,-75.4654812,NC,78,50.4230769230769
LY,2018,36.5474764,-75.4654812,NC,78,50.4230769230769
LLY,2018,36.5474764,-75.4654812,NC,78,50.4230769230769
LY,2021,36.5474764,-75.4654812,NC,638,41.142633228840104
LLLY,2021,36.5474764,-75.4654812,NC,638,41.142633228840104
CURRENT YEAR,2021,36.5474764,-75.4654812,NC,638,41.142633228840104
LLY,2021,36.5474764,-75.4654812,NC,638,41.142633228840104
LLLY,2019,36.5474764,-75.4654812,NC,287,45.261324041811854
LLY,2019,36.5474764,-75.4654812,NC,287,45.261324041811854
CURRENT YEAR,2019,36.5474764,-75.4654812,NC,287,45.261324041811854
LY,2019,36.5474764,-75.4654812,NC,287,45.261324041811854
CURRENT YEAR,2024,36.5474764,-75.4654812,NC,404,40.741333333333344
LLLY,2016,18.49551,-65.30772,PR,15,46.533333333333331
LY,2016,18.49551,-65.30772,PR,15,46.533333333333331
LLY,2016,18.49551,-65.30772,PR,15,46.533333333333331
CURRENT YEAR,2016,18.49551,-65.30772,PR,15,46.533333333333331
LLY,2022,18.49551,-65.30772,PR,465,41.597849462365609
LY,2022,18.49551,-65.30772,PR,465,41.597849462365609
CURRENT YEAR,2022,18.49551,-65.30772,PR,465,41.597849462365609
LLY,2020,18.49551,-65.30772,PR,95,42.663157894736862
LLLY,2020,18.49551,-65.30772,PR,95,42.663157894736862
LY,2020,18.49551,-65.30772,PR,95,42.663157894736862
CURRENT YEAR,2020,18.49551,-65.30772,PR,95,42.663157894736862
LLLY,2015,18.49551,-65.30772,PR,3,57.666666666666664
LY,2015,18.49551,-65.30772,PR,3,57.666666666666664
LLY,2015,18.49551,-65.30772,PR,3,57.666666666666664
CURRENT YEAR,2015,18.49551,-65.30772,PR,3,57.666666666666664
CURRENT YEAR,2023,18.49551,-65.30772,PR,251,42.600896860986545
LY,2023,18.49551,-65.30772,PR,251,42.600896860986545
CURRENT YEAR,2018,18.49551,-65.30772,PR,119,50.294117647058812
LLLY,2018,18.49551,-65.30772,PR,119,50.294117647058812
LLY,2018,18.49551,-65.30772,PR,119,50.294117647058812
LY,2018,18.49551,-65.30772,PR,119,50.294117647058812
LLLY,2019,18.49551,-65.30772,PR,18,43.833333333333336
LLY,2019,18.49551,-65.30772,PR,18,43.833333333333336
CURRENT YEAR,2019,18.49551,-65.30772,PR,18,43.833333333333336
LY,2019,18.49551,-65.30772,PR,18,43.833333333333336
CURRENT YEAR,2024,18.49551,-65.30772,PR,121,44.7663551401869
LLLY,2017,18.49551,-65.30772,PR,15,44.466666666666661
CURRENT YEAR,2017,18.49551,-65.30772,PR,15,44.466666666666661
LY,2017,18.49551,-65.30772,PR,15,44.466666666666661
LLY,2017,18.49551,-65.30772,PR,15,44.466666666666661
LLLY,2021,18.49551,-65.30772,PR,259,44.23552123552124
LLY,2021,18.49551,-65.30772,PR,259,44.23552123552124
LY,2021,18.49551,-65.30772,PR,259,44.23552123552124
CURRENT YEAR,2021,18.49551,-65.30772,PR,259,44.23552123552124
LLLY,2021,40.559957,-89.2228785,MO,294,40.513605442176868
CURRENT YEAR,2021,40.559957,-89.2228785,MO,294,40.513605442176868
LY,2021,40.559957,-89.2228785,MO,294,40.513605442176868
LLY,2021,40.559957,-89.2228785,MO,294,40.513605442176868
LLLY,2019,40.559957,-89.2228785,MO,161,45.223602484472053
LY,2019,40.559957,-89.2228785,MO,161,45.223602484472053
LLY,2019,40.559957,-89.2228785,MO,161,45.223602484472053
CURRENT YEAR,2019,40.559957,-89.2228785,MO,161,45.223602484472053
LLLY,2017,40.559957,-89.2228785,MO,18,52.666666666666664
CURRENT YEAR,2017,40.559957,-89.2228785,MO,18,52.666666666666664
LLY,2017,40.559957,-89.2228785,MO,18,52.666666666666664
LY,2017,40.559957,-89.2228785,MO,18,52.666666666666664
CURRENT YEAR,2024,40.559957,-89.2228785,MO,154,39.841726618705046
LLY,2020,40.559957,-89.2228785,MO,243,40.65020576131689
CURRENT YEAR,2020,40.559957,-89.2228785,MO,243,40.65020576131689
LY,2020,40.559957,-89.2228785,MO,243,40.65020576131689
LLLY,2020,40.559957,-89.2228785,MO,243,40.65020576131689
LY,2022,40.559957,-89.2228785,MO,467,38.937901498929321
LLY,2022,40.559957,-89.2228785,MO,467,38.937901498929321
CURRENT YEAR,2022,40.559957,-89.2228785,MO,467,38.937901498929321
CURRENT YEAR,2023,40.559957,-89.2228785,MO,265,41.658634538152619
LY,2023,40.559957,-89.2228785,MO,265,41.658634538152619
CURRENT YEAR,2018,40.559957,-89.2228785,MO,50,50.499999999999993
LLLY,2018,40.559957,-89.2228785,MO,50,50.499999999999993
LLY,2018,40.559957,-89.2228785,MO,50,50.499999999999993
LY,2018,40.559957,-89.2228785,MO,50,50.499999999999993
LLLY,2017,41.7409313,-84.8342606,IN,16,51.0
CURRENT YEAR,2017,41.7409313,-84.8342606,IN,16,51.0
LLY,2017,41.7409313,-84.8342606,IN,16,51.0
LY,2017,41.7409313,-84.8342606,IN,16,51.0
CURRENT YEAR,2020,41.7409313,-84.8342606,IN,327,41.131498470947989
LLLY,2020,41.7409313,-84.8342606,IN,327,41.131498470947989
LLY,2020,41.7409313,-84.8342606,IN,327,41.131498470947989
LY,2020,41.7409313,-84.8342606,IN,327,41.131498470947989
LY,2018,41.7409313,-84.8342606,IN,41,50.195121951219512
CURRENT YEAR,2018,41.7409313,-84.8342606,IN,41,50.195121951219512
LLLY,2018,41.7409313,-84.8342606,IN,41,50.195121951219512
LLY,2018,41.7409313,-84.8342606,IN,41,50.195121951219512
CURRENT YEAR,2024,41.7409313,-84.8342606,IN,245,40.767241379310363
LY,2023,41.7409313,-84.8342606,IN,369,42.213256484149824
CURRENT YEAR,2023,41.7409313,-84.8342606,IN,369,42.213256484149824
LLY,2019,41.7409313,-84.8342606,IN,183,45.967213114754088
CURRENT YEAR,2019,41.7409313,-84.8342606,IN,183,45.967213114754088
LLLY,2019,41.7409313,-84.8342606,IN,183,45.967213114754088
LY,2019,41.7409313,-84.8342606,IN,183,45.967213114754088
CURRENT YEAR,2022,41.7409313,-84.8342606,IN,627,40.939393939393952
LY,2022,41.7409313,-84.8342606,IN,627,40.939393939393952
LLY,2022,41.7409313,-84.8342606,IN,627,40.939393939393952
LLLY,2021,41.7409313,-84.8342606,IN,405,41.291358024691355
LLY,2021,41.7409313,-84.8342606,IN,405,41.291358024691355
LY,2021,41.7409313,-84.8342606,IN,405,41.291358024691355
CURRENT YEAR,2021,41.7409313,-84.8342606,IN,405,41.291358024691355
LY,2018,38.9768729,-76.9435754,DC,1,26.0
LLY,2018,38.9768729,-76.9435754,DC,1,26.0
CURRENT YEAR,2018,38.9768729,-76.9435754,DC,1,26.0
LLLY,2018,38.9768729,-76.9435754,DC,1,26.0
CURRENT YEAR,2023,38.9768729,-76.9435754,DC,30,38.0
LY,2023,38.9768729,-76.9435754,DC,30,38.0
CURRENT YEAR,2021,38.9768729,-76.9435754,DC,48,36.625
LLY,2021,38.9768729,-76.9435754,DC,48,36.625
LLLY,2021,38.9768729,-76.9435754,DC,48,36.625
LY,2021,38.9768729,-76.9435754,DC,48,36.625
LLY,2022,38.9768729,-76.9435754,DC,42,34.404761904761905
LY,2022,38.9768729,-76.9435754,DC,42,34.404761904761905
CURRENT YEAR,2022,38.9768729,-76.9435754,DC,42,34.404761904761905
CURRENT YEAR,2024,38.9768729,-76.9435754,DC,20,43.555555555555557
LLY,2020,38.9768729,-76.9435754,DC,84,38.05952380952381
LLLY,2020,38.9768729,-76.9435754,DC,84,38.05952380952381
LY,2020,38.9768729,-76.9435754,DC,84,38.05952380952381
CURRENT YEAR,2020,38.9768729,-76.9435754,DC,84,38.05952380952381
LY,2019,38.9768729,-76.9435754,DC,16,43.249999999999993
LLLY,2019,38.9768729,-76.9435754,DC,16,43.249999999999993
CURRENT YEAR,2019,38.9768729,-76.9435754,DC,16,43.249999999999993
LLY,2019,38.9768729,-76.9435754,DC,16,43.249999999999993
LLY,2016,30.97052,-80.0372351,FL,1,55.0
CURRENT YEAR,2016,30.97052,-80.0372351,FL,1,55.0
LLLY,2016,30.97052,-80.0372351,FL,1,55.0
LY,2016,30.97052,-80.0372351,FL,1,55.0
CURRENT YEAR,2017,30.97052,-80.0372351,FL,51,50.039215686274517
LLY,2017,30.97052,-80.0372351,FL,51,50.039215686274517
LY,2017,30.97052,-80.0372351,FL,51,50.039215686274517
LLLY,2017,30.97052,-80.0372351,FL,51,50.039215686274517
LLY,2019,30.97052,-80.0372351,FL,573,46.736474694589873
LY,2019,30.97052,-80.0372351,FL,573,46.736474694589873
CURRENT YEAR,2019,30.97052,-80.0372351,FL,573,46.736474694589873
LLLY,2019,30.97052,-80.0372351,FL,573,46.736474694589873
LLY,2022,30.97052,-80.0372351,FL,2535,41.911602209944704
LY,2022,30.97052,-80.0372351,FL,2535,41.911602209944704
CURRENT YEAR,2022,30.97052,-80.0372351,FL,2535,41.911602209944704
LLLY,2018,30.97052,-80.0372351,FL,186,49.666666666666657
LY,2018,30.97052,-80.0372351,FL,186,49.666666666666657
CURRENT YEAR,2018,30.97052,-80.0372351,FL,186,49.666666666666657
LLY,2018,30.97052,-80.0372351,FL,186,49.666666666666657
LY,2023,30.97052,-80.0372351,FL,1467,43.520909757887033
CURRENT YEAR,2023,30.97052,-80.0372351,FL,1467,43.520909757887033
CURRENT YEAR,2021,30.97052,-80.0372351,FL,1592,42.057160804020128
LY,2021,30.97052,-80.0372351,FL,1592,42.057160804020128
LLLY,2021,30.97052,-80.0372351,FL,1592,42.057160804020128
LLY,2021,30.97052,-80.0372351,FL,1592,42.057160804020128
LLLY,2020,30.97052,-80.0372351,FL,1391,41.59525521207771
CURRENT YEAR,2020,30.97052,-80.0372351,FL,1391,41.59525521207771
LLY,2020,30.97052,-80.0372351,FL,1391,41.59525521207771
LY,2020,30.97052,-80.0372351,FL,1391,41.59525521207771
CURRENT YEAR,2024,30.97052,-80.0372351,FL,1125,44.181303116147276
CURRENT YEAR,2022,41.8966371,-80.53066,OH,973,41.102774922918805
LY,2022,41.8966371,-80.53066,OH,973,41.102774922918805
LLY,2022,41.8966371,-80.53066,OH,973,41.102774922918805
CURRENT YEAR,2019,41.8966371,-80.53066,OH,269,44.914498141263941
LY,2019,41.8966371,-80.53066,OH,269,44.914498141263941
LLY,2019,41.8966371,-80.53066,OH,269,44.914498141263941
LLLY,2019,41.8966371,-80.53066,OH,269,44.914498141263941
LLY,2017,41.8966371,-80.53066,OH,30,51.833333333333336
LY,2017,41.8966371,-80.53066,OH,30,51.833333333333336
LLLY,2017,41.8966371,-80.53066,OH,30,51.833333333333336
CURRENT YEAR,2017,41.8966371,-80.53066,OH,30,51.833333333333336
LY,2021,41.8966371,-80.53066,OH,664,41.588855421686795
LLY,2021,41.8966371,-80.53066,OH,664,41.588855421686795
LLLY,2021,41.8966371,-80.53066,OH,664,41.588855421686795
CURRENT YEAR,2021,41.8966371,-80.53066,OH,664,41.588855421686795
CURRENT YEAR,2018,41.8966371,-80.53066,OH,94,47.989361702127653
LY,2018,41.8966371,-80.53066,OH,94,47.989361702127653
LLY,2018,41.8966371,-80.53066,OH,94,47.989361702127653
LLLY,2018,41.8966371,-80.53066,OH,94,47.989361702127653
CURRENT YEAR,2024,41.8966371,-80.53066,OH,441,43.275534441805249
CURRENT YEAR,2023,41.8966371,-80.53066,OH,549,42.601923076923107
LY,2023,41.8966371,-80.53066,OH,549,42.601923076923107
LLY,2020,41.8966371,-80.53066,OH,499,41.298597194388783
LLLY,2020,41.8966371,-80.53066,OH,499,41.298597194388783
CURRENT YEAR,2020,41.8966371,-80.53066,OH,499,41.298597194388783
LY,2020,41.8966371,-80.53066,OH,499,41.298597194388783
CURRENT YEAR,2018,31.9151594,-84.2103776,GA,85,49.258823529411757
LLY,2018,31.9151594,-84.2103776,GA,85,49.258823529411757
LLLY,2018,31.9151594,-84.2103776,GA,85,49.258823529411757
LY,2018,31.9151594,-84.2103776,GA,85,49.258823529411757
CURRENT YEAR,2022,31.9151594,-84.2103776,GA,983,38.795523906408945
LLY,2022,31.9151594,-84.2103776,GA,983,38.795523906408945
LY,2022,31.9151594,-84.2103776,GA,983,38.795523906408945
LLLY,2019,31.9151594,-84.2103776,GA,270,45.529629629629596
LLY,2019,31.9151594,-84.2103776,GA,270,45.529629629629596
CURRENT YEAR,2019,31.9151594,-84.2103776,GA,270,45.529629629629596
LY,2019,31.9151594,-84.2103776,GA,270,45.529629629629596
CURRENT YEAR,2024,31.9151594,-84.2103776,GA,447,42.741258741258761
LY,2020,31.9151594,-84.2103776,GA,614,39.377850162866466
LLY,2020,31.9151594,-84.2103776,GA,614,39.377850162866466
LLLY,2020,31.9151594,-84.2103776,GA,614,39.377850162866466
CURRENT YEAR,2020,31.9151594,-84.2103776,GA,614,39.377850162866466
LY,2021,31.9151594,-84.2103776,GA,716,40.66340782122905
LLLY,2021,31.9151594,-84.2103776,GA,716,40.66340782122905
LLY,2021,31.9151594,-84.2103776,GA,716,40.66340782122905
CURRENT YEAR,2021,31.9151594,-84.2103776,GA,716,40.66340782122905
CURRENT YEAR,2023,31.9151594,-84.2103776,GA,577,42.012987012987018
LY,2023,31.9151594,-84.2103776,GA,577,42.012987012987018
LLY,2017,31.9151594,-84.2103776,GA,26,46.961538461538453
CURRENT YEAR,2017,31.9151594,-84.2103776,GA,26,46.961538461538453
LLLY,2017,31.9151594,-84.2103776,GA,26,46.961538461538453
LY,2017,31.9151594,-84.2103776,GA,26,46.961538461538453
LY,2023,41.2809575,-73.9168962,NJ,485,43.020547945205486
CURRENT YEAR,2023,41.2809575,-73.9168962,NJ,485,43.020547945205486
CURRENT YEAR,2024,41.2809575,-73.9168962,NJ,328,42.708737864077669
LY,2020,41.2809575,-73.9168962,NJ,493,39.312373225152136
CURRENT YEAR,2020,41.2809575,-73.9168962,NJ,493,39.312373225152136
LLY,2020,41.2809575,-73.9168962,NJ,493,39.312373225152136
LLLY,2020,41.2809575,-73.9168962,NJ,493,39.312373225152136
LLY,2022,41.2809575,-73.9168962,NJ,813,40.784747847478485
CURRENT YEAR,2022,41.2809575,-73.9168962,NJ,813,40.784747847478485
LY,2022,41.2809575,-73.9168962,NJ,813,40.784747847478485
LY,2021,41.2809575,-73.9168962,NJ,559,40.6422182468694
LLY,2021,41.2809575,-73.9168962,NJ,559,40.6422182468694
CURRENT YEAR,2021,41.2809575,-73.9168962,NJ,559,40.6422182468694
LLLY,2021,41.2809575,-73.9168962,NJ,559,40.6422182468694
CURRENT YEAR,2017,41.2809575,-73.9168962,NJ,14,48.571428571428577
LLY,2017,41.2809575,-73.9168962,NJ,14,48.571428571428577
LY,2017,41.2809575,-73.9168962,NJ,14,48.571428571428577
LLLY,2017,41.2809575,-73.9168962,NJ,14,48.571428571428577
LLLY,2018,41.2809575,-73.9168962,NJ,47,48.042553191489354
LLY,2018,41.2809575,-73.9168962,NJ,47,48.042553191489354
CURRENT YEAR,2018,41.2809575,-73.9168962,NJ,47,48.042553191489354
LY,2018,41.2809575,-73.9168962,NJ,47,48.042553191489354
LY,2019,41.2809575,-73.9168962,NJ,160,44.624999999999979
CURRENT YEAR,2019,41.2809575,-73.9168962,NJ,160,44.624999999999979
LLY,2019,41.2809575,-73.9168962,NJ,160,44.624999999999979
LLLY,2019,41.2809575,-73.9168962,NJ,160,44.624999999999979
LLY,2020,39.3768045,-75.3345219,VA,390,41.8974358974359
